id,age,income,spending_score,savings,loan_amount,default
13467,38,75460,21,248160,536499,0
13468,43,148491,90,461296,685836,0
13469,60,35218,91,170726,109103,1
13470,65,121793,57,313966,633618,0
13471,61,69120,51,123012,157673,1
13472,62,48444,17,449729,273224,0
13473,44,89187,31,364040,755421,1
13474,33,43519,14,172200,241470,0
13475,43,70107,87,390808,124055,1
13476,50,123690,2,25203,578526,0
13477,48,44281,90,381523,436520,1
13478,65,39793,26,488266,773392,1
13479,64,54687,22,399224,643335,0
13480,23,39316,28,209291,1138,1
13481,61,76927,6,384320,502689,1
13482,25,93915,19,323031,239039,0
13483,24,66554,56,13648,356012,0
13484,51,20207,21,22415,738513,1
13485,61,20073,42,154678,42147,0
13486,31,44427,20,210925,735775,1
13487,33,133313,95,199589,234041,1
13488,60,139456,91,115242,149917,1
13489,69,60329,79,191870,365321,1
13490,26,149513,44,94087,50257,0
13491,27,96347,31,200756,354946,1
13492,34,94777,9,187196,108830,0
13493,29,90505,50,168919,361314,1
13494,23,60472,81,496453,298050,0
13495,36,25889,83,475565,493011,1
13496,60,46457,32,100744,529980,1
13497,58,60787,74,23490,41346,1
13498,46,28706,40,73571,113248,1
13499,23,58687,52,336150,371659,1
13500,42,31520,69,248606,284350,1
13501,41,20279,77,93729,575234,1
13502,42,84305,27,438757,595460,1
13503,33,113098,2,57575,458442,0
13504,69,74007,1,296226,292677,0
13505,33,45131,8,156719,305318,0
13506,23,139840,10,209360,285613,1
13507,54,60229,92,478740,174161,1
13508,38,142479,69,184051,177428,1
13509,21,113491,66,159298,182018,1
13510,51,20290,41,317733,64779,0
13511,45,57648,48,174388,656362,0
13512,55,31065,81,179490,308527,0
13513,58,35402,48,205537,123543,1
13514,45,109903,33,16370,526896,1
13515,34,44107,89,242957,766034,0
13516,31,126272,69,474959,531286,1
13517,24,145898,92,374073,585222,1
13518,39,103542,51,265283,187479,0
13519,68,33029,64,433736,403667,0
13520,18,39935,82,101006,616733,1
13521,46,106098,23,307637,556464,1
13522,69,88811,52,468800,471386,1
13523,48,128507,99,42505,639998,1
13524,47,80033,82,327411,778800,1
13525,32,25257,75,204382,347264,1
13526,35,44658,43,47218,792940,0
13527,52,122299,74,71587,365446,1
13528,67,124110,10,122337,538640,0
13529,47,77991,73,430585,431913,0
13530,51,75914,77,97848,625566,1
13531,59,114358,87,131877,623588,1
13532,28,65999,1,443728,739980,1
13533,44,121996,16,348355,403082,0
13534,41,21757,19,288362,504475,1
13535,52,41339,76,337188,202503,1
13536,56,42846,5,87313,234382,0
13537,25,140652,55,354598,371025,1
13538,68,125718,62,109475,20803,1
13539,35,125508,5,154868,292174,0
13540,30,47915,7,234535,117254,0
13541,62,64617,78,90118,630719,0
13542,41,65170,33,120267,797885,0
13543,68,96880,6,127122,624884,1
13544,40,108768,82,206116,735639,0
13545,29,53493,6,247047,313678,1
13546,66,148526,51,104137,241066,0
13547,47,52079,94,140963,175814,1
13548,48,53875,12,236870,396289,0
13549,45,49558,99,417115,567968,1
13550,39,31017,75,243583,75473,1
13551,61,115017,4,315560,59945,0
13552,45,112313,77,212010,711354,0
13553,30,144720,1,65531,402658,1
13554,42,40732,52,206673,744379,1
13555,61,133141,53,81828,553894,1
13556,68,77238,93,115136,152782,1
13557,63,79839,14,116277,627072,1
13558,24,115504,21,105692,798809,0
13559,62,43457,31,489718,352800,0
13560,23,114056,41,287957,287528,1
13561,41,20824,57,35189,405720,1
13562,36,51573,7,254101,504543,1
13563,36,122906,61,448942,3898,1
13564,53,34467,15,200407,567896,1
13565,68,95462,9,212632,327076,1
13566,26,43876,93,485139,276569,1
13567,65,36734,60,123421,273256,1
13568,53,41586,56,161714,283323,1
13569,55,50659,88,266438,42411,1
13570,57,82257,15,424439,137536,0
13571,46,136861,85,313986,544881,1
13572,41,64245,88,447813,155507,1
13573,65,45410,7,332879,449309,1
13574,22,27894,24,326476,14747,1
13575,59,112099,57,428806,716774,1
13576,62,130317,87,360476,726874,0
13577,43,130167,64,82358,162291,0
13578,31,123295,25,64458,26998,0
13579,56,72154,72,217601,722811,0
13580,46,22509,34,383357,679016,0
13581,69,88208,99,274647,402824,0
13582,23,149128,54,164249,442529,1
13583,24,105362,86,240556,723907,0
13584,54,89694,34,270645,266513,0
13585,35,84450,28,46581,434215,1
13586,40,82190,1,495474,294201,1
13587,61,84980,37,77832,125743,0
13588,55,73273,30,300261,131727,0
13589,18,93343,25,75875,555333,1
13590,21,130592,60,270312,431284,1
13591,68,140925,2,360005,298973,0
13592,61,141714,28,376373,677962,0
13593,64,51171,48,269742,758886,1
13594,52,44525,28,343389,464258,1
13595,40,46513,87,364237,94527,1
13596,44,141867,24,45999,421036,0
13597,43,25797,99,75597,237950,1
13598,69,118601,72,160461,786148,0
13599,25,134447,18,30615,770625,0
13600,60,124384,20,236113,161899,0
13601,33,27746,68,315265,728621,1
13602,58,109254,8,364127,201276,0
13603,20,128797,90,248921,473479,0
13604,49,89474,56,313886,351198,0
13605,22,44316,61,255892,215289,0
13606,37,77077,39,423132,248522,1
13607,31,54362,84,113229,410495,1
13608,49,36334,18,193599,748133,1
13609,43,97093,97,375088,261308,1
13610,64,121519,59,28590,128246,0
13611,23,48880,18,174976,303620,1
13612,53,64257,98,13217,649502,0
13613,57,29673,83,310431,130002,0
13614,68,82346,42,113854,706799,0
13615,22,89915,53,71407,652257,1
13616,30,130170,33,267070,377610,1
13617,49,68613,21,428211,197898,0
13618,33,52721,71,227494,321771,0
13619,18,55950,60,439371,368228,0
13620,30,40829,14,447535,249607,1
13621,28,115564,33,448642,395737,0
13622,25,80495,4,19698,206111,1
13623,42,134049,43,475533,593332,0
13624,57,93107,2,85845,405225,0
13625,49,48363,40,164889,408120,1
13626,41,67068,50,249122,107036,0
13627,45,62733,95,173270,376018,1
13628,31,103271,63,259942,425399,0
13629,62,111429,49,303619,613839,1
13630,20,25613,94,63916,725719,0
13631,53,130775,64,377625,670527,1
13632,44,46606,50,357604,603666,1
13633,37,36595,10,78698,232554,0
13634,64,21274,85,23220,521688,1
13635,32,134402,23,39664,676062,0
13636,44,57030,37,326079,427584,0
13637,62,113726,72,355993,185138,0
13638,58,75119,10,265561,256374,0
13639,45,105654,25,73437,469072,1
13640,42,144065,33,19570,679391,1
13641,59,93311,17,48507,692326,1
13642,61,117552,24,290460,154823,1
13643,63,143754,49,104543,85240,1
13644,50,52279,30,62012,753206,1
13645,63,74690,65,462989,430513,1
13646,31,99477,81,357084,229807,1
13647,25,139190,28,352436,724841,0
13648,65,64423,13,251834,159032,1
13649,31,55253,57,480196,398446,0
13650,18,43638,60,386205,417721,1
13651,33,130996,10,472085,198312,0
13652,35,89906,65,294879,506530,1
13653,24,140222,84,21968,437276,1
13654,32,141393,7,387165,114162,0
13655,41,39782,60,428677,175455,0
13656,66,42639,63,468740,57998,1
13657,68,57655,96,254504,676840,1
13658,30,42829,85,302332,81428,0
13659,26,143015,26,150627,691892,1
13660,32,20332,71,111701,289612,0
13661,52,61986,38,483630,546837,0
13662,41,72385,54,361750,243381,0
13663,50,136223,45,355660,507703,0
13664,33,104044,58,18929,277790,0
13665,25,38616,41,42213,607893,1
13666,46,73109,45,151732,779911,1
13667,40,112729,91,367271,699195,0
13668,62,125951,34,151915,645210,1
13669,48,25282,76,80766,786264,0
13670,57,41524,76,358844,365860,1
13671,66,27744,58,172879,89617,0
13672,31,25697,79,370965,402463,1
13673,47,119256,84,167235,298987,0
13674,56,88905,10,133870,139172,1
13675,44,42826,90,447568,451474,0
13676,64,31545,17,271746,458361,1
13677,33,128482,74,373442,359684,0
13678,68,147447,61,212680,576665,1
13679,23,26553,11,312741,357906,0
13680,50,146343,17,297356,742918,1
13681,61,75982,75,31071,125532,1
13682,35,69316,15,157110,625669,0
13683,33,30183,4,338673,507716,0
13684,29,141937,89,460545,251768,1
13685,37,104625,53,242283,256714,1
13686,62,29931,47,456356,233582,0
13687,57,48835,95,138605,439166,0
13688,46,118407,46,258283,776181,1
13689,47,92833,29,371404,727101,0
13690,43,122995,31,131420,353504,1
13691,39,40599,73,393932,443740,0
13692,50,124706,48,308145,474345,1
13693,56,135815,56,338067,247758,1
13694,64,69515,65,279344,274112,1
13695,46,29761,3,28408,81940,1
13696,39,28061,4,197514,8841,0
13697,62,20368,19,28135,485376,0
13698,30,73101,41,55601,6685,1
13699,26,146637,22,156200,724178,1
13700,41,123357,72,28790,591104,0
13701,32,146277,25,184904,164336,1
13702,53,75015,4,467971,693943,1
13703,30,25304,53,209450,670341,1
13704,44,75689,51,9934,246826,0
13705,61,142199,78,113379,614078,1
13706,54,133169,5,233502,36662,1
13707,24,68544,50,180097,592863,1
13708,25,140038,50,168459,165987,1
13709,54,48806,59,274004,765164,0
13710,58,71244,93,132463,130937,0
13711,31,116879,21,199339,724257,1
13712,29,78859,79,245617,435332,1
13713,53,84412,23,58326,520736,1
13714,69,20594,81,115530,467113,1
13715,57,37829,3,88600,161478,1
13716,34,40006,97,150342,727039,1
13717,57,53533,50,481073,662733,1
13718,46,42424,54,33607,524257,1
13719,44,47792,91,70008,283851,0
13720,18,144220,16,78229,91627,0
13721,69,144466,6,229923,436829,1
13722,51,59204,41,411237,17495,1
13723,21,80994,54,246914,136070,0
13724,41,41015,10,331853,469187,1
13725,38,45209,29,220698,564679,1
13726,50,108529,59,115171,100890,0
13727,24,140880,81,254809,552344,1
13728,18,142841,46,160262,292002,1
13729,58,41140,78,180644,721953,0
13730,20,77802,12,212918,174777,0
13731,61,125144,29,427051,121220,0
13732,68,76057,78,248903,291447,0
13733,32,79816,72,204391,683738,0
13734,48,95408,49,439227,781077,0
13735,33,123154,40,490810,406517,1
13736,27,100748,81,344755,110658,1
13737,46,103813,43,288899,415636,0
13738,23,67764,87,88554,461732,1
13739,46,112227,7,315122,520070,0
13740,34,102428,12,306305,510695,1
13741,39,135423,80,88819,54124,0
13742,41,91889,13,109812,190324,1
13743,34,22751,61,255700,297052,0
13744,38,66379,47,174307,732396,0
13745,68,30363,19,243923,423020,0
13746,67,39227,3,344733,440108,1
13747,28,94019,72,93103,683172,0
13748,24,49092,40,485198,173139,1
13749,59,128414,12,228967,14789,0
13750,56,135499,31,210753,235166,1
13751,22,136785,35,274842,182521,0
13752,61,128505,84,242580,488236,1
13753,65,69008,92,332504,517830,1
13754,38,81622,66,482908,724762,0
13755,35,48918,27,229764,384193,1
13756,52,84599,3,89920,263650,1
13757,37,86185,48,256792,400924,0
13758,32,120901,21,496361,311661,1
13759,22,118864,52,280344,564028,0
13760,30,67175,7,323119,675617,0
13761,68,61729,51,286176,406545,1
13762,29,139339,97,445164,286107,0
13763,38,52034,45,460818,737565,0
13764,54,86039,46,405736,703637,1
13765,23,45203,33,290065,276456,0
13766,24,34996,36,127729,508286,1
13767,43,129880,17,134150,152706,0
13768,59,52602,6,33622,535524,1
13769,65,73014,21,385027,550906,0
13770,25,47935,38,256148,783894,1
13771,26,50425,34,279679,315200,0
13772,44,141339,49,32808,493204,1
13773,21,82534,61,170572,216541,1
13774,38,65216,58,495322,294189,1
13775,48,99632,76,358789,724831,1
13776,38,54942,12,79308,608174,1
13777,57,23527,18,140222,106199,0
13778,42,33993,62,46225,421295,1
13779,56,50224,6,383770,133284,1
13780,32,25423,77,452054,168922,0
13781,52,47113,95,281261,778341,1
13782,66,63246,89,415097,702370,1
13783,60,79567,48,103213,638479,1
13784,58,46833,88,400862,89757,0
13785,54,34307,11,57940,550673,0
13786,59,35928,33,188376,172165,0
13787,64,141190,21,359980,338093,0
13788,45,66268,24,303823,9000,0
13789,31,80924,55,328753,702383,1
13790,21,109643,49,388943,333198,1
13791,37,101814,84,265492,671238,0
13792,51,46571,9,22000,565094,0
13793,29,94361,95,18047,760100,0
13794,50,75254,92,451872,158745,0
13795,41,44372,38,487643,498150,1
13796,37,123456,5,303133,567533,1
13797,22,69652,41,287613,599193,1
13798,55,67415,34,135040,151601,0
13799,47,21563,74,235204,414326,0
13800,41,40459,96,89120,431645,0
13801,60,70326,63,160760,342102,1
13802,57,111710,17,30794,104493,1
13803,24,109606,53,307015,234747,1
13804,53,104078,36,292958,223250,1
13805,55,146593,36,430292,301241,0
13806,33,71136,13,52312,654110,1
13807,69,109219,20,263313,120562,1
13808,32,36903,51,387979,189804,1
13809,63,62877,83,118667,3724,1
13810,40,54096,86,336354,302004,0
13811,29,43580,16,72127,647625,1
13812,46,108913,6,419100,557598,0
13813,61,34134,75,384717,354995,1
13814,65,61892,10,420172,617640,0
13815,32,43902,31,389906,750043,0
13816,46,46117,18,175187,665400,1
13817,62,125963,96,383233,122759,1
13818,60,102327,41,228619,517862,1
13819,66,70683,47,180139,353756,0
13820,38,69775,24,219465,495606,1
13821,32,101000,80,409891,37068,0
13822,31,22766,93,487312,114615,0
13823,59,73799,89,243078,592666,0
13824,61,71979,89,244580,568638,1
13825,33,89951,40,469987,325314,1
13826,32,49741,45,149777,113689,1
13827,59,117520,83,428812,274139,0
13828,21,86202,74,35788,393782,1
13829,44,127123,1,158267,779563,1
13830,40,31300,27,484327,681289,1
13831,46,121580,22,124811,572626,0
13832,58,46360,28,437243,363727,1
13833,69,25605,48,143791,227753,1
13834,26,119437,35,232114,130140,0
13835,69,70661,3,62018,37088,1
13836,60,64349,38,199611,779513,0
13837,60,136546,90,299401,487060,1
13838,24,78959,44,254742,587237,0
13839,59,75371,5,283779,588535,0
13840,21,146733,74,472811,395288,1
13841,22,57473,7,55421,712271,1
13842,22,140305,94,497688,700858,0
13843,28,122878,89,318400,547494,1
13844,58,36294,42,14524,774081,1
13845,45,93092,98,105540,45993,1
13846,33,24683,57,328132,150165,0
13847,58,146745,85,199726,324993,1
13848,47,114800,29,117018,438970,0
13849,21,120715,81,364156,211920,0
13850,19,53076,63,420541,82139,1
13851,63,125534,36,303686,217219,1
13852,20,40746,40,354864,111258,0
13853,67,91712,21,385340,730541,0
13854,38,120136,98,72535,593985,0
13855,23,42567,53,123222,136170,0
13856,60,98509,16,262599,469731,1
13857,35,128803,46,79261,575158,1
13858,61,59647,9,241438,91813,1
13859,22,36094,3,273807,572899,0
13860,26,42794,23,299355,229764,1
13861,37,22000,13,140480,703899,0
13862,45,28858,38,485130,684296,1
13863,43,85287,34,142781,310868,0
13864,35,54452,94,19749,285881,1
13865,36,101120,26,243158,223479,0
13866,20,82846,32,246623,567115,0
13867,26,58385,20,345854,564020,0
13868,53,26782,46,434430,756654,0
13869,48,121380,55,6236,637326,1
13870,66,25116,9,415582,52819,0
13871,34,61405,51,74298,241306,0
13872,40,24383,57,355474,63519,0
13873,51,77176,80,307464,224376,0
13874,58,45657,45,477791,311856,1
13875,58,146023,38,74590,367479,0
13876,22,42170,68,195268,646321,1
13877,32,33081,12,461590,81676,1
13878,64,89287,90,199533,217795,0
13879,20,66620,10,326326,310715,0
13880,36,117361,80,2132,789069,0
13881,45,131366,65,72556,764226,0
13882,20,27785,12,342072,188125,1
13883,55,32564,52,915,251305,1
13884,21,42479,51,33147,344189,0
13885,41,147938,86,52910,25547,1
13886,48,77183,64,106700,325509,0
13887,62,119849,57,182150,533912,1
13888,62,97373,93,375457,798971,1
13889,28,123135,19,169911,215386,0
13890,54,96935,30,171635,254128,0
13891,18,47359,92,221620,46715,1
13892,26,110225,85,314704,276614,1
13893,34,110883,82,234046,495315,1
13894,18,34492,24,460957,11370,1
13895,20,107435,26,458947,241353,0
13896,64,37396,36,244470,747195,0
13897,43,142084,56,437763,324712,1
13898,48,48259,80,188401,435334,0
13899,43,83742,58,92324,218831,1
13900,40,80594,32,457254,23490,0
13901,47,93490,2,455715,529944,1
13902,27,78596,73,416398,58587,0
13903,25,60302,82,302549,608883,0
13904,61,145982,49,472906,574211,1
13905,42,138891,46,445091,351282,1
13906,39,73529,83,5628,348458,0
13907,32,22668,55,461663,316039,0
13908,58,42917,12,227090,234673,1
13909,27,52284,77,252943,542301,0
13910,37,112688,63,331593,99427,0
13911,58,65050,35,146154,504251,1
13912,64,46003,74,32720,153246,0
13913,40,121545,22,135914,306463,1
13914,18,86413,10,412671,139300,1
13915,19,135886,50,210942,460515,0
13916,36,35433,35,485290,406001,0
13917,31,53221,16,142583,528762,1
13918,25,73756,36,76794,448371,1
13919,55,111375,61,100741,212991,1
13920,29,136831,75,346732,412570,0
13921,43,130081,17,348281,793010,1
13922,44,59113,89,179314,732669,0
13923,46,125508,1,12256,307390,0
13924,32,32378,12,152787,214919,0
13925,63,81672,3,14093,340833,0
13926,18,32946,73,121834,35150,1
13927,60,72210,83,51099,311302,1
13928,45,72008,19,14579,722152,0
13929,20,29103,84,155899,717998,1
13930,68,132892,75,263399,162786,0
13931,35,84882,88,39557,434262,1
13932,69,129267,22,246418,753521,1
13933,51,111579,1,131316,423326,0
13934,49,20440,53,274538,30511,0
13935,46,119299,44,486661,746137,0
13936,42,87647,10,357610,382287,0
13937,43,56868,75,159748,396586,1
13938,56,130225,8,288961,376881,0
13939,25,58983,17,117807,422070,1
13940,36,56236,70,132293,18060,1
13941,64,131208,7,169101,483637,1
13942,59,59241,63,169037,411698,0
13943,39,35907,95,312669,45828,0
13944,46,41650,37,339756,792010,1
13945,50,32031,68,1191,798003,1
13946,55,68867,64,229079,160000,0
13947,62,75644,7,254621,138505,1
13948,63,24460,16,19530,479185,1
13949,52,112950,89,416333,737485,0
13950,60,51135,99,79253,305319,1
13951,20,114832,14,140162,311493,0
13952,36,131098,36,133532,67222,0
13953,27,28714,73,294959,753562,0
13954,44,45281,11,302317,333889,0
13955,32,87295,1,143879,326544,0
13956,28,85785,9,17072,346968,0
13957,64,74148,25,97414,85276,1
13958,43,57112,15,390551,689921,0
13959,41,78718,58,413572,576330,0
13960,30,131884,24,90878,157043,0
13961,49,100725,72,291411,126926,1
13962,54,26591,93,388159,513987,1
13963,21,46402,71,232580,440440,0
13964,30,128626,46,306864,242337,1
13965,26,93244,18,337093,611297,0
13966,66,64438,67,485851,479153,0
13967,51,26482,63,431630,376040,1
13968,54,111215,24,249402,324002,0
13969,65,108158,84,499801,391774,0
13970,24,149935,31,348020,284320,1
13971,18,64953,90,131692,433825,0
13972,29,93986,38,232980,672342,0
13973,38,114329,43,123220,552560,1
13974,28,94875,8,181768,93722,0
13975,61,51254,96,434606,164918,1
13976,68,141784,72,275819,606912,1
13977,61,119208,5,91560,671319,1
13978,61,41426,80,452151,350519,1
13979,31,142583,27,194249,459438,1
13980,51,76608,63,185775,83921,1
13981,51,134125,65,426301,622541,1
13982,42,104059,63,337752,669858,0
13983,21,25143,5,150612,701499,0
13984,69,105098,67,258785,329477,1
13985,43,89683,52,487070,577666,1
13986,33,67814,81,164545,112479,0
13987,27,106309,97,426601,627907,1
13988,62,87883,83,428903,140588,0
13989,19,67448,4,311951,574864,0
13990,52,74653,77,238242,173093,0
13991,36,103511,51,287408,250816,1
13992,23,71393,43,260337,234945,0
13993,36,40012,55,292510,256640,0
13994,69,67539,90,332363,272394,0
13995,68,34720,41,164374,303677,0
13996,25,45430,31,414953,493320,1
13997,31,119054,35,126955,27268,0
13998,27,33683,80,451685,567096,1
13999,20,77063,57,51051,637216,0
14000,55,146929,24,342029,103863,1
14001,46,112479,53,466016,691070,1
14002,32,61198,30,345263,236901,1
14003,40,26535,81,282415,634358,1
14004,40,116225,77,209925,297938,0
14005,35,83402,7,79638,573175,1
14006,63,104615,9,278831,754717,1
14007,36,26156,21,368304,229628,0
14008,45,84896,30,220988,211360,0
14009,43,57404,22,181918,441470,1
14010,27,100561,47,407015,199141,0
14011,64,62276,62,192132,258388,1
14012,21,38688,31,347970,752634,0
14013,19,20107,4,361125,175102,0
14014,20,54372,10,319732,463765,1
14015,24,71060,30,96155,568086,1
14016,33,85199,94,152094,224740,1
14017,48,136918,7,117433,116168,0
14018,27,93457,15,204469,578453,0
